Local authority,Library name,Date,Type,Outcome,Attendees
Barnet,East Barnet,2018-10-09,Toddler Read and Rhyme,Stronger more resilient communities,26
Barnet,East Barnet,2018-10-13,Other child 5+,Stronger more resilient communities,30
Barnet,East Barnet,2018-10-16,Baby Rhyme Time,Stronger more resilient communities,26
Barnet,East Barnet,2018-10-16,Toddler Read and Rhyme,Stronger more resilient communities,34
Barnet,East Barnet,2018-10-23,Baby Rhyme Time,Stronger more resilient communities,10
Barnet,East Barnet,2018-10-23,Toddler Read and Rhyme,Stronger more resilient communities,40
Barnet,East Barnet,2018-10-25,Reading Group Adult,Stronger more resilient communities,6
Barnet,East Barnet,2018-10-30,Baby Rhyme Time,Stronger more resilient communities,26
Barnet,East Barnet,2018-10-30,Toddler Read and Rhyme,Stronger more resilient communities,36
Barnet,East Barnet,2019-01-08,Baby Rhyme Time,Stronger more resilient communities,30
Barnet,East Barnet,2019-01-08,Toddler Read and Rhyme,Stronger more resilient communities,18
Barnet,East Barnet,2019-01-15,Baby Rhyme Time,Stronger more resilient communities,38
Barnet,East Barnet,2019-01-15,Toddler Read and Rhyme,Stronger more resilient communities,32
Barnet,East Barnet,2019-01-22,Baby Rhyme Time,Stronger more resilient communities,36
Barnet,East Barnet,2019-01-22,Toddler Read and Rhyme,Stronger more resilient communities,34
Barnet,East Barnet,2019-01-29,Baby Rhyme Time,Stronger more resilient communities,36
Barnet,East Barnet,2019-01-29,Toddler Read and Rhyme,Stronger more resilient communities,38
Barnet,East Barnet,2019-01-31,Reading Group Adult,Stronger more resilient communities,8
Barnet,East Barnet,2019-02-05,Baby Rhyme Time,Stronger more resilient communities,36
Barnet,East Barnet,2019-02-05,Toddler Read and Rhyme,Stronger more resilient communities,26
Barnet,East Barnet,2019-02-12,Baby Rhyme Time,Stronger more resilient communities,26
Barnet,East Barnet,2019-02-12,Toddler Read and Rhyme,Stronger more resilient communities,28
Barnet,East Barnet,2019-02-26,Baby Rhyme Time,Stronger more resilient communities,34
Barnet,East Barnet,2019-02-26,Toddler Read and Rhyme,Stronger more resilient communities,24
Barnet,East Barnet,2019-02-28,Reading Group Adult,Stronger more resilient communities,9
Barnet,East Barnet,2019-03-05,Toddler Read and Rhyme,Stronger more resilient communities,30
Barnet,East Barnet,2019-03-06,Baby Rhyme Time,Stronger more resilient communities,34
Barnet,East Barnet,2019-03-12,Baby Rhyme Time,Stronger more resilient communities,28
Barnet,East Barnet,2019-03-12,Toddler Read and Rhyme,Stronger more resilient communities,24
Barnet,East Barnet,2019-03-19,Baby Rhyme Time,Stronger more resilient communities,34
Barnet,East Barnet,2019-03-19,Toddler Read and Rhyme,Stronger more resilient communities,32
Barnet,East Barnet,2019-03-26,Baby Rhyme Time,Stronger more resilient communities,28
Barnet,East Barnet,2019-03-26,Toddler Read and Rhyme,Stronger more resilient communities,24
Barnet,East Barnet,2019-03-28,Reading Group Adult,Stronger more resilient communities,13
Barnet,East Barnet,2019-04-02,Baby Rhyme Time,Stronger more resilient communities,32
Barnet,East Barnet,2019-04-02,Toddler Read and Rhyme,Stronger more resilient communities,28
Barnet,East Barnet,2019-04-03,Baby Rhyme Time,Stronger more resilient communities,16
Barnet,East Barnet,2019-04-09,Baby Rhyme Time,Stronger more resilient communities,22
Barnet,East Barnet,2019-04-09,Toddler Read and Rhyme,Stronger more resilient communities,26
Barnet,East Barnet,2019-04-16,Baby Rhyme Time,Stronger more resilient communities,20
Barnet,East Barnet,2019-04-16,Toddler Read and Rhyme,Stronger more resilient communities,12
Barnet,East Barnet,2019-04-16,Toddler Read and Rhyme,Stronger more resilient communities,20
Barnet,East Barnet,2019-04-23,Baby Rhyme Time,Stronger more resilient communities,18
Barnet,East Barnet,2019-04-23,Toddler Read and Rhyme,Stronger more resilient communities,28
Barnet,East Barnet,2019-04-25,Reading Group Adult,Stronger more resilient communities,14
Barnet,East Barnet,2019-05-07,Baby Rhyme Time,Stronger more resilient communities,32
Barnet,East Barnet,2019-05-07,Toddler Read and Rhyme,Stronger more resilient communities,20
Barnet,East Barnet,2019-05-14,Baby Rhyme Time,Stronger more resilient communities,38
Barnet,East Barnet,2019-05-14,Toddler Read and Rhyme,Stronger more resilient communities,16
Barnet,East Barnet,2019-05-21,Baby Rhyme Time,Stronger more resilient communities,32
Barnet,East Barnet,2019-05-21,Toddler Read and Rhyme,Stronger more resilient communities,26
Barnet,East Barnet,2019-05-28,Baby Rhyme Time,Stronger more resilient communities,30
Barnet,East Barnet,2019-05-28,Toddler Read and Rhyme,Stronger more resilient communities,12
Barnet,East Barnet,2019-05-30,Reading Group Adult,Stronger more resilient communities,4
Barnet,East Barnet,2019-06-04,Baby Rhyme Time,Stronger more resilient communities,30
Barnet,East Barnet,2019-06-04,Toddler Read and Rhyme,Stronger more resilient communities,32
Barnet,East Barnet,2019-06-11,Baby Rhyme Time,Stronger more resilient communities,34
Barnet,East Barnet,2019-06-11,Toddler Read and Rhyme,Stronger more resilient communities,40
Barnet,East Barnet,2019-06-18,Baby Rhyme Time,Stronger more resilient communities,34
Barnet,East Barnet,2019-06-18,Toddler Read and Rhyme,Stronger more resilient communities,34
Barnet,East Barnet,2019-06-25,Baby Rhyme Time,Stronger more resilient communities,38
Barnet,East Barnet,2019-06-25,Toddler Read and Rhyme,Stronger more resilient communities,26
Barnet,East Barnet,2019-06-27,Reading Group Adult,Stronger more resilient communities,6
Barnet,East Barnet,2019-07-02,Baby Rhyme Time,Stronger more resilient communities,44
Barnet,East Barnet,2019-07-02,Toddler Read and Rhyme,Stronger more resilient communities,48
Barnet,East Barnet,2019-07-09,Baby Rhyme Time,Stronger more resilient communities,40
Barnet,East Barnet,2019-07-09,Toddler Read and Rhyme,Stronger more resilient communities,32
Barnet,East Barnet,2019-07-16,Baby Rhyme Time,Stronger more resilient communities,36
Barnet,East Barnet,2019-07-16,Toddler Read and Rhyme,Stronger more resilient communities,36
Barnet,East Barnet,2019-07-25,Reading Group Adult,Stronger more resilient communities,4
Barnet,East Barnet,2019-07-26,Summer Reading Challenge,Stronger more resilient communities,36
Barnet,East Barnet,2019-08-29,Reading Group Adult,Stronger more resilient communities,5
Barnet,East Barnet,2019-09-24,Other Early Years,Stronger more resilient communities,32
Barnet,East Barnet,2019-10-01,Baby Rhyme Time,Stronger more resilient communities,24
Barnet,East Barnet,2019-10-01,Toddler Read and Rhyme,Stronger more resilient communities,24
Barnet,East Finchley,2016-02-26,Toddler Read and Rhyme,Stronger more resilient communities,15
Barnet,East Finchley,2018-01-15,Baby Rhyme Time,Stronger more resilient communities,4
Barnet,East Finchley,2018-01-15,Reading Group Adult,Stronger more resilient communities,6
Barnet,East Finchley,2018-01-29,Baby Rhyme Time,Stronger more resilient communities,4
Barnet,East Finchley,2018-01-29,Baby Rhyme Time,Stronger more resilient communities,40
Barnet,East Finchley,2018-01-29,Toddler Read and Rhyme,Stronger more resilient communities,30
Barnet,East Finchley,2018-01-30,Class Visits Primary,Stronger more resilient communities,28
Barnet,East Finchley,2018-01-31,Class Visits Primary,Stronger more resilient communities,10
Barnet,East Finchley,2018-02-05,Class Visits Primary,Stronger more resilient communities,10
Barnet,East Finchley,2018-02-05,Toddler Read and Rhyme,Stronger more resilient communities,25
Barnet,East Finchley,2018-02-19,Baby Rhyme Time,Stronger more resilient communities,4
Barnet,East Finchley,2018-02-19,Reading Group Adult,Stronger more resilient communities,6
Barnet,East Finchley,2018-03-05,Reading Group Adult,Stronger more resilient communities,7
Barnet,East Finchley,2018-03-05,Toddler Read and Rhyme,Stronger more resilient communities,28
Barnet,East Finchley,2018-03-12,Toddler Read and Rhyme,Stronger more resilient communities,29
Barnet,East Finchley,2018-03-19,Toddler Read and Rhyme,Stronger more resilient communities,24
Barnet,East Finchley,2018-03-26,Toddler Read and Rhyme,Stronger more resilient communities,37
Barnet,East Finchley,2018-04-09,Reading Group Adult,Stronger more resilient communities,6
Barnet,East Finchley,2018-04-16,Baby Rhyme Time,Stronger more resilient communities,2
Barnet,East Finchley,2018-04-16,Toddler Read and Rhyme,Stronger more resilient communities,18
Barnet,East Finchley,2018-04-23,Toddler Read and Rhyme,Stronger more resilient communities,17
Barnet,East Finchley,2018-04-30,Baby Rhyme Time,Stronger more resilient communities,6
Barnet,East Finchley,2018-04-30,Toddler Read and Rhyme,Stronger more resilient communities,19
Barnet,East Finchley,2018-05-14,Baby Rhyme Time,Stronger more resilient communities,9
Barnet,East Finchley,2018-05-14,Reading Group Adult,Stronger more resilient communities,6
Barnet,East Finchley,2018-05-14,Toddler Read and Rhyme,Stronger more resilient communities,14
Barnet,East Finchley,2018-05-20,Other adult,Stronger more resilient communities,41
Barnet,East Finchley,2018-05-21,Baby Rhyme Time,Stronger more resilient communities,13
Barnet,East Finchley,2018-05-21,Toddler Read and Rhyme,Stronger more resilient communities,12
Barnet,East Finchley,2018-06-04,Baby Rhyme Time,Stronger more resilient communities,11
Barnet,East Finchley,2018-06-04,Reading Group Adult,Stronger more resilient communities,6
Barnet,East Finchley,2018-06-04,Toddler Read and Rhyme,Stronger more resilient communities,24
Barnet,East Finchley,2018-06-11,Baby Rhyme Time,Stronger more resilient communities,13
Barnet,East Finchley,2018-06-11,Toddler Read and Rhyme,Stronger more resilient communities,22
Barnet,East Finchley,2018-06-18,Baby Rhyme Time,Stronger more resilient communities,9
Barnet,East Finchley,2018-06-18,Toddler Read and Rhyme,Stronger more resilient communities,22
Barnet,East Finchley,2018-06-25,Baby Rhyme Time,Stronger more resilient communities,13
Barnet,East Finchley,2018-06-25,Toddler Read and Rhyme,Stronger more resilient communities,24
Barnet,East Finchley,2018-07-02,Baby Rhyme Time,Stronger more resilient communities,18
Barnet,East Finchley,2018-07-02,Reading Group Adult,Stronger more resilient communities,5
Barnet,East Finchley,2018-07-02,Toddler Read and Rhyme,Stronger more resilient communities,16
Barnet,East Finchley,2018-07-09,Baby Rhyme Time,Stronger more resilient communities,7
Barnet,East Finchley,2018-07-09,Toddler Read and Rhyme,Stronger more resilient communities,24
Barnet,East Finchley,2018-07-16,Toddler Read and Rhyme,Stronger more resilient communities,16
Barnet,East Finchley,2018-08-06,Reading Group Adult,Stronger more resilient communities,5
Barnet,East Finchley,2018-08-15,Summer Reading Challenge,Stronger more resilient communities,51
Barnet,East Finchley,2018-09-03,Baby Rhyme Time,Stronger more resilient communities,6
Barnet,East Finchley,2018-09-03,Reading Group Adult,Stronger more resilient communities,5
Barnet,East Finchley,2018-09-03,Toddler Read and Rhyme,Stronger more resilient communities,13
Barnet,East Finchley,2018-09-10,Baby Rhyme Time,Stronger more resilient communities,10
Barnet,East Finchley,2018-09-10,Toddler Read and Rhyme,Stronger more resilient communities,6
Barnet,East Finchley,2018-09-17,Baby Rhyme Time,Stronger more resilient communities,17
Barnet,East Finchley,2018-09-17,Toddler Read and Rhyme,Stronger more resilient communities,23
Barnet,East Finchley,2018-09-24,Baby Rhyme Time,Stronger more resilient communities,10
Barnet,East Finchley,2018-09-24,Toddler Read and Rhyme,Stronger more resilient communities,19
Barnet,East Finchley,2018-11-05,Baby Rhyme Time,Stronger more resilient communities,20
Barnet,East Finchley,2018-11-05,Reading Group Adult,Stronger more resilient communities,5
Barnet,East Finchley,2018-11-05,Toddler Read and Rhyme,Stronger more resilient communities,11
Barnet,East Finchley,2018-11-12,Baby Rhyme Time,Stronger more resilient communities,12
Barnet,East Finchley,2018-11-12,Toddler Read and Rhyme,Stronger more resilient communities,27
Barnet,East Finchley,2018-11-19,Baby Rhyme Time,Stronger more resilient communities,20
Barnet,East Finchley,2018-11-19,Toddler Read and Rhyme,Stronger more resilient communities,19
Barnet,East Finchley,2018-11-26,Baby Rhyme Time,Stronger more resilient communities,12
Barnet,East Finchley,2018-11-26,Toddler Read and Rhyme,Stronger more resilient communities,31
Barnet,East Finchley,2018-12-03,Baby Rhyme Time,Stronger more resilient communities,8
Barnet,East Finchley,2018-12-03,Toddler Read and Rhyme,Stronger more resilient communities,27
Barnet,East Finchley,2018-12-10,Baby Rhyme Time,Stronger more resilient communities,13
Barnet,East Finchley,2018-12-10,Reading Group Adult,Stronger more resilient communities,6
Barnet,East Finchley,2018-12-10,Toddler Read and Rhyme,Stronger more resilient communities,28
Barnet,East Finchley,2018-12-17,Baby Rhyme Time,Stronger more resilient communities,21
Barnet,East Finchley,2018-12-17,Baby Rhyme Time,Stronger more resilient communities,26
Barnet,East Finchley,2019-01-07,Baby Rhyme Time,Stronger more resilient communities,24
Barnet,East Finchley,2019-01-07,Reading Group Adult,Stronger more resilient communities,6
Barnet,East Finchley,2019-01-07,Toddler Read and Rhyme,Stronger more resilient communities,26
Barnet,East Finchley,2019-01-14,Baby Rhyme Time,Stronger more resilient communities,16
Barnet,East Finchley,2019-01-14,Toddler Read and Rhyme,Stronger more resilient communities,30
Barnet,East Finchley,2019-01-21,Baby Rhyme Time,Stronger more resilient communities,20
Barnet,East Finchley,2019-01-21,Toddler Read and Rhyme,Stronger more resilient communities,34
Barnet,East Finchley,2019-01-28,Baby Rhyme Time,Stronger more resilient communities,16
Barnet,East Finchley,2019-01-28,Toddler Read and Rhyme,Stronger more resilient communities,37
Barnet,East Finchley,2019-02-04,Baby Rhyme Time,Stronger more resilient communities,34
Barnet,East Finchley,2019-02-04,Reading Group Adult,Stronger more resilient communities,4
Barnet,East Finchley,2019-02-04,Toddler Read and Rhyme,Stronger more resilient communities,38
Barnet,East Finchley,2019-02-11,Baby Rhyme Time,Stronger more resilient communities,21
Barnet,East Finchley,2019-02-11,Toddler Read and Rhyme,Stronger more resilient communities,30
Barnet,East Finchley,2019-02-25,Baby Rhyme Time,Stronger more resilient communities,12
Barnet,East Finchley,2019-02-25,Toddler Read and Rhyme,Stronger more resilient communities,19
Barnet,East Finchley,2019-03-04,Baby Rhyme Time,Stronger more resilient communities,15
Barnet,East Finchley,2019-03-04,Reading Group Adult,Stronger more resilient communities,4
Barnet,East Finchley,2019-03-04,Toddler Read and Rhyme,Stronger more resilient communities,35
Barnet,East Finchley,2019-03-11,Baby Rhyme Time,Stronger more resilient communities,16
Barnet,East Finchley,2019-03-11,Toddler Read and Rhyme,Stronger more resilient communities,32
Barnet,East Finchley,2019-03-25,Baby Rhyme Time,Stronger more resilient communities,21
Barnet,East Finchley,2019-03-25,Toddler Read and Rhyme,Stronger more resilient communities,31
Barnet,East Finchley,2019-04-01,Baby Rhyme Time,Stronger more resilient communities,14
Barnet,East Finchley,2019-04-01,Reading Group Adult,Stronger more resilient communities,4
Barnet,East Finchley,2019-04-01,Toddler Read and Rhyme,Stronger more resilient communities,30
Barnet,East Finchley,2019-04-08,Baby Rhyme Time,Stronger more resilient communities,4
Barnet,East Finchley,2019-04-08,Toddler Read and Rhyme,Stronger more resilient communities,16
Barnet,East Finchley,2019-04-29,Baby Rhyme Time,Stronger more resilient communities,28
Barnet,East Finchley,2019-04-29,Toddler Read and Rhyme,Stronger more resilient communities,28
Barnet,East Finchley,2019-05-13,Baby Rhyme Time,Stronger more resilient communities,12
Barnet,East Finchley,2019-05-13,Reading Group Adult,Stronger more resilient communities,2
Barnet,East Finchley,2019-05-13,Toddler Read and Rhyme,Stronger more resilient communities,23
Barnet,East Finchley,2019-05-20,Baby Rhyme Time,Stronger more resilient communities,13
Barnet,East Finchley,2019-05-20,Toddler Read and Rhyme,Stronger more resilient communities,35
Barnet,East Finchley,2019-06-03,Baby Rhyme Time,Stronger more resilient communities,10
Barnet,East Finchley,2019-06-03,Reading Group Adult,Stronger more resilient communities,4
Barnet,East Finchley,2019-06-03,Toddler Read and Rhyme,Stronger more resilient communities,26
Barnet,East Finchley,2019-06-10,Baby Rhyme Time,Stronger more resilient communities,10
Barnet,East Finchley,2019-06-10,Toddler Read and Rhyme,Stronger more resilient communities,24
Barnet,East Finchley,2019-06-17,Baby Rhyme Time,Stronger more resilient communities,10
Barnet,East Finchley,2019-06-17,Toddler Read and Rhyme,Stronger more resilient communities,22
Barnet,East Finchley,2019-06-24,Baby Rhyme Time,Stronger more resilient communities,4
Barnet,East Finchley,2019-06-24,Toddler Read and Rhyme,Stronger more resilient communities,24
Barnet,East Finchley,2019-06-26,Other Child 5+,Stronger more resilient communities,26
Barnet,East Finchley,2019-07-01,Baby Rhyme Time,Stronger more resilient communities,6
Barnet,East Finchley,2019-07-01,Reading Group Adult,Stronger more resilient communities,5
Barnet,East Finchley,2019-07-01,Toddler Read and Rhyme,Stronger more resilient communities,25
Barnet,East Finchley,2019-07-08,Baby Rhyme Time,Stronger more resilient communities,11
Barnet,East Finchley,2019-07-08,Toddler Read and Rhyme,Stronger more resilient communities,29
Barnet,East Finchley,2019-07-15,Baby Rhyme Time,Stronger more resilient communities,10
Barnet,East Finchley,2019-07-15,Toddler Read and Rhyme,Stronger more resilient communities,37
Barnet,East Finchley,2019-07-29,BBP,Stronger more resilient communities,25
Barnet,East Finchley,2019-07-29,Other Early Years,Stronger more resilient communities,19
Barnet,East Finchley,2019-08-05,Reading Group Adult,Stronger more resilient communities,3
Barnet,East Finchley,2019-08-21,Summer Reading Challenge,Stronger more resilient communities,25
Barnet,East Finchley,2019-09-02,Reading Group Adult,Stronger more resilient communities,4
Barnet,East Finchley,2019-09-02,Toddler Read and Rhyme,Stronger more resilient communities,10
Barnet,East Finchley,2019-09-09,Baby Rhyme Time,Stronger more resilient communities,16
Barnet,East Finchley,2019-09-09,Toddler Read and Rhyme,Stronger more resilient communities,24
Barnet,East Finchley,2019-09-16,Baby Rhyme Time,Stronger more resilient communities,18
Barnet,East Finchley,2019-09-16,Toddler Read and Rhyme,Stronger more resilient communities,40
Barnet,East Finchley,2019-09-23,Baby Rhyme Time,Stronger more resilient communities,16
Barnet,East Finchley,2019-09-23,Toddler Read and Rhyme,Stronger more resilient communities,22
Barnet,East Finchley,2019-09-30,Baby Rhyme Time,Stronger more resilient communities,4
Barnet,East Finchley,2019-09-30,Toddler Read and Rhyme,Stronger more resilient communities,28
Barnet,East Finchley,2019-10-02,Other adult,Stronger more resilient communities,2
Barnet,East Finchley,2019-10-07,Baby Rhyme Time,Stronger more resilient communities,22
Barnet,East Finchley,2019-10-07,Reading Group Adult,Stronger more resilient communities,7
Barnet,East Finchley,2019-10-07,Toddler Read and Rhyme,Stronger more resilient communities,30
Barnet,Edgware,2015-03-23,BBP,Stronger more resilient communities,38
Barnet,Edgware,2018-01-04,BBP,Stronger more resilient communities,16
Barnet,Edgware,2018-01-04,Coffee morning/Afternoon tea,Stronger more resilient communities,12
Barnet,Edgware,2018-01-04,Toddler Time,Stronger more resilient communities,15
Barnet,Edgware,2018-01-11,BBP,Stronger more resilient communities,27
Barnet,Edgware,2018-01-11,Coffee morning/Afternoon tea,Stronger more resilient communities,5
Barnet,Edgware,2018-01-11,Other Early Years,Stronger more resilient communities,16
Barnet,Edgware,2018-01-11,Other Early Years,Stronger more resilient communities,23
Barnet,Edgware,2018-01-11,Toddler Time,Stronger more resilient communities,23
Barnet,Edgware,2018-01-15,Baby Rhyme Time,Stronger more resilient communities,8
Barnet,Edgware,2018-01-15,Toddler Read and Rhyme,Stronger more resilient communities,12
Barnet,Edgware,2018-01-18,BBP,Stronger more resilient communities,32
Barnet,Edgware,2018-01-18,Toddler Time,Stronger more resilient communities,21
Barnet,Edgware,2018-01-22,Toddler Read and Rhyme,Stronger more resilient communities,4
Barnet,Edgware,2018-01-25,BBP,Stronger more resilient communities,29
Barnet,Edgware,2018-01-25,Coffee morning/Afternoon tea,Stronger more resilient communities,12
Barnet,Edgware,2018-01-25,Other Early Years,Stronger more resilient communities,19
Barnet,Edgware,2018-01-25,Other Early Years,Stronger more resilient communities,29
Barnet,Edgware,2018-01-25,Other Early Years,Stronger more resilient communities,32
Barnet,Edgware,2018-01-25,Toddler Time,Stronger more resilient communities,19
Barnet,Edgware,2018-01-27,IT,Stronger more resilient communities,2
Barnet,Edgware,2018-01-29,Baby Rhyme Time,Stronger more resilient communities,12
Barnet,Edgware,2018-01-29,Toddler Read and Rhyme,Stronger more resilient communities,22
Barnet,Edgware,2018-02-01,BBP,Stronger more resilient communities,30
Barnet,Edgware,2018-02-01,Coffee morning/Afternoon tea,Stronger more resilient communities,16
Barnet,Edgware,2018-02-01,IT,Stronger more resilient communities,5
Barnet,Edgware,2018-02-01,Other Early Years,Stronger more resilient communities,16
Barnet,Edgware,2018-02-01,Toddler Time,Stronger more resilient communities,16
Barnet,Edgware,2018-02-05,Baby Rhyme Time,Stronger more resilient communities,8
Barnet,Edgware,2018-02-08,BBP,Stronger more resilient communities,25
Barnet,Edgware,2018-02-08,Coffee morning/Afternoon tea,Stronger more resilient communities,12
Barnet,Edgware,2018-02-08,Other Early Years,Stronger more resilient communities,28
Barnet,Edgware,2018-02-08,Other Early Years,Stronger more resilient communities,30
Barnet,Edgware,2018-02-08,Toddler Time,Stronger more resilient communities,28
Barnet,Edgware,2018-02-10,IT,Stronger more resilient communities,2
Barnet,Edgware,2018-02-15,Coffee morning/Afternoon tea,Stronger more resilient communities,28
Barnet,Edgware,2018-02-19,Baby Rhyme Time,Stronger more resilient communities,16
Barnet,Edgware,2018-02-19,Toddler Read and Rhyme,Stronger more resilient communities,6
Barnet,Edgware,2018-02-22,Coffee morning/Afternoon tea,Stronger more resilient communities,12
Barnet,Edgware,2018-02-22,Other Early Years,Stronger more resilient communities,25
Barnet,Edgware,2018-02-22,Other Early Years,Stronger more resilient communities,44
Barnet,Edgware,2018-02-24,IT,Stronger more resilient communities,5
Barnet,Edgware,2018-02-26,Baby Rhyme Time,Stronger more resilient communities,4
Barnet,Edgware,2018-02-26,Toddler Read and Rhyme,Stronger more resilient communities,6
Barnet,Edgware,2018-03-01,IT,Stronger more resilient communities,4
Barnet,Edgware,2018-03-03,Other Early Years,Stronger more resilient communities,44
Barnet,Edgware,2018-03-08,BBP,Stronger more resilient communities,26
Barnet,Edgware,2018-03-08,Coffee morning/Afternoon tea,Stronger more resilient communities,11
Barnet,Edgware,2018-03-08,Coffee morning/Afternoon tea,Stronger more resilient communities,12
Barnet,Edgware,2018-03-08,Other Early Years,Stronger more resilient communities,18
Barnet,Edgware,2018-03-10,IT,Stronger more resilient communities,2
Barnet,Edgware,2018-03-15,BBP,Stronger more resilient communities,28
Barnet,Edgware,2018-03-15,Coffee morning/Afternoon tea,Stronger more resilient communities,12
Barnet,Edgware,2018-03-15,Other Early Years,Stronger more resilient communities,18
Barnet,Edgware,2018-03-15,Other Early Years,Stronger more resilient communities,26
Barnet,Edgware,2018-03-22,BBP,Stronger more resilient communities,34
Barnet,Edgware,2018-03-22,Coffee morning/Afternoon tea,Stronger more resilient communities,15
Barnet,Edgware,2018-03-22,Other Early Years,Stronger more resilient communities,18
Barnet,Edgware,2018-03-22,Other Early Years,Stronger more resilient communities,28
Barnet,Edgware,2018-03-22,Toddler Time,Stronger more resilient communities,18
Barnet,Edgware,2018-03-24,IT,Stronger more resilient communities,2
Barnet,Edgware,2018-03-29,BBP,Stronger more resilient communities,24
Barnet,Edgware,2018-03-29,Coffee morning/Afternoon tea,Stronger more resilient communities,16
Barnet,Edgware,2018-03-29,Other Early Years,Stronger more resilient communities,10
Barnet,Edgware,2018-03-29,Other Early Years,Stronger more resilient communities,34
Barnet,Edgware,2018-03-29,Toddler Time,Stronger more resilient communities,10
Barnet,Edgware,2018-04-05,Coffee morning/Afternoon tea,Stronger more resilient communities,12
Barnet,Edgware,2018-04-09,Baby Rhyme Time,Stronger more resilient communities,16
Barnet,Edgware,2018-04-09,Toddler Read and Rhyme,Stronger more resilient communities,8
Barnet,Edgware,2018-04-10,Other Child 5+,Stronger more resilient communities,6
Barnet,Edgware,2018-04-12,Coffee morning/Afternoon tea,Stronger more resilient communities,12
Barnet,Edgware,2018-04-12,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Edgware,2018-04-12,Other adult,Stronger more resilient communities,31
Barnet,Edgware,2018-04-16,Baby Rhyme Time,Stronger more resilient communities,8
Barnet,Edgware,2018-04-16,Toddler Read and Rhyme,Stronger more resilient communities,14
Barnet,Edgware,2018-04-19,BBP,Stronger more resilient communities,14
Barnet,Edgware,2018-04-19,Coffee morning/Afternoon tea,Stronger more resilient communities,17
Barnet,Edgware,2018-04-19,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Edgware,2018-04-19,Toddler Time,Stronger more resilient communities,16
Barnet,Edgware,2018-04-21,IT,Stronger more resilient communities,2
Barnet,Edgware,2018-04-23,Baby Rhyme Time,Stronger more resilient communities,14
Barnet,Edgware,2018-04-23,Toddler Read and Rhyme,Stronger more resilient communities,27
Barnet,Edgware,2018-04-25,Baby Rhyme Time,Stronger more resilient communities,29
Barnet,Edgware,2018-04-25,Toddler Read and Rhyme,Stronger more resilient communities,9
Barnet,Edgware,2018-04-26,BBP,Stronger more resilient communities,12
Barnet,Edgware,2018-04-26,Coffee morning/Afternoon tea,Stronger more resilient communities,13
Barnet,Edgware,2018-04-26,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Edgware,2018-04-26,Reading Group Adult,Stronger more resilient communities,3
Barnet,Edgware,2018-04-26,Toddler Time,Stronger more resilient communities,8
Barnet,Edgware,2018-04-28,IT,Stronger more resilient communities,4
Barnet,Edgware,2018-04-30,Baby Rhyme Time,Stronger more resilient communities,6
Barnet,Edgware,2018-04-30,Toddler Read and Rhyme,Stronger more resilient communities,0
Barnet,Edgware,2018-05-03,BBP,Stronger more resilient communities,30
Barnet,Edgware,2018-05-03,Coffee morning/Afternoon tea,Stronger more resilient communities,23
Barnet,Edgware,2018-05-03,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Edgware,2018-05-03,Toddler Time,Stronger more resilient communities,16
Barnet,Edgware,2018-05-05,IT,Stronger more resilient communities,2
Barnet,Edgware,2018-05-06,BBP,Stronger more resilient communities,10
Barnet,Edgware,2018-05-06,Toddler Time,Stronger more resilient communities,23
Barnet,Edgware,2018-05-08,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Edgware,2018-05-10,BBP,Stronger more resilient communities,22
Barnet,Edgware,2018-05-10,Coffee morning/Afternoon tea,Stronger more resilient communities,15
Barnet,Edgware,2018-05-10,Toddler Time,Stronger more resilient communities,12
Barnet,Edgware,2018-05-12,Other adult,Stronger more resilient communities,5
Barnet,Edgware,2018-05-12,Other adult,Stronger more resilient communities,6
Barnet,Edgware,2018-05-14,Baby Rhyme Time,Stronger more resilient communities,20
Barnet,Edgware,2018-05-14,Toddler Read and Rhyme,Stronger more resilient communities,8
Barnet,Edgware,2018-05-17,BBP,Stronger more resilient communities,16
Barnet,Edgware,2018-05-17,Coffee morning/Afternoon tea,Stronger more resilient communities,16
Barnet,Edgware,2018-05-17,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Edgware,2018-05-17,Other Early Years,Stronger more resilient communities,16
Barnet,Edgware,2018-05-17,Toddler Time,Stronger more resilient communities,12
Barnet,Edgware,2018-05-19,IT,Stronger more resilient communities,3
Barnet,Edgware,2018-05-21,Baby Rhyme Time,Stronger more resilient communities,16
Barnet,Edgware,2018-05-21,Toddler Read and Rhyme,Stronger more resilient communities,10
Barnet,Edgware,2018-05-24,BBP,Stronger more resilient communities,35
Barnet,Edgware,2018-05-24,Coffee morning/Afternoon tea,Stronger more resilient communities,17
Barnet,Edgware,2018-05-24,Other Early Years,Stronger more resilient communities,12
Barnet,Edgware,2018-05-24,Toddler Time,Stronger more resilient communities,12
Barnet,Edgware,2018-05-26,IT,Stronger more resilient communities,2
Barnet,Edgware,2018-05-28,Reading Group Adult,Stronger more resilient communities,3
Barnet,Edgware,2018-06-07,Coffee morning/Afternoon tea,Stronger more resilient communities,11
Barnet,Edgware,2018-06-07,Conversation Café/Language Session,Stronger more resilient communities,1
Barnet,Edgware,2018-06-09,IT,Stronger more resilient communities,0
